Format :

name
found in file
CRC (hex)		Hash Code (dec)
mix_s027c       AUDIO\gf_sounds.ini         0xf1bf3a3e		2660196751
audio\mixes\mix_s027c.wav       AUDIO\gf_sounds.ini         0xf1052854		3010220175
mix_s051a       AUDIO\gf_sounds.ini         0xece29011		2188853199
audio\mixes\mix_s051xa.wav      AUDIO\gf_sounds.ini         0xfacb9e86		2424357768
mix_s051b       AUDIO\gf_sounds.ini         0xf7ebc1ab		2725725135
audio\mixes\mix_s051xb.wav      AUDIO\gf_sounds.ini         0xf6330476		2290139208
mix_s051c       AUDIO\gf_sounds.ini         0xfeecf13d		2188859343
audio\mixes\mix_s051xc.wav      AUDIO\gf_sounds.ini         0xeeb48f19		2155921672
mix_s069x       AUDIO\gf_sounds.ini         0xf2ca8e80		2941523278
audio\mixes\mix_s069x.wav       AUDIO\gf_sounds.ini         0xe1da31ec		3191408448
mix_s072aa      AUDIO\gf_sounds.ini         0x1674400f		3139629445
audio\mixes\mix_s072aa.wav      AUDIO\gf_sounds.ini         0xf5946fb7		2677787656
mix_s072ab      AUDIO\gf_sounds.ini         0x0d7d11b5		2602732933
audio\mixes\mix_s072ab.wav      AUDIO\gf_sounds.ini         0xf96cf547		2275135432
mix_s072ba      AUDIO\gf_sounds.ini         0x11db13cc		3142513039
audio\mixes\mix_s072ba.wav      AUDIO\gf_sounds.ini         0xe8256531		2677279759
mix_s072bb      AUDIO\gf_sounds.ini         0x0ad24276		2605616527
audio\mixes\mix_s072bb.wav      AUDIO\gf_sounds.ini         0xe4ddffc1		2274627535
mix_s072c       AUDIO\gf_sounds.ini         0x060f8a90		2317042629
audio\mixes\mix_s072c.wav       AUDIO\gf_sounds.ini         0x10e19b41		2738624519
mix_s072d       AUDIO\gf_sounds.ini         0xe26b1f33		2853941189
audio\mixes\mix_s072d.wav       AUDIO\gf_sounds.ini         0x10972531		2604408519
mix_s072e       AUDIO\gf_sounds.ini         0xeb6c2fa5		2317073349
audio\mixes\mix_s072e.wav       AUDIO\gf_sounds.ini         0x0810ae5e		2470190983
rtc_deskbell01      AUDIO\gf_sounds.ini         0xe906f77d		2300862156
audio\sounds\rtc\sfx_deskbell01.wav         AUDIO\gf_sounds.ini         0xf304faac		2248759297
rtc_klaxon_loop_2       AUDIO\gf_sounds.ini         0xf658d748		2799578113
audio\sounds\rtc\shorter_loop_klaxon.wav        AUDIO\gf_sounds.ini         0x04faaf6d		3102046017
rtc_klaxon_loop         AUDIO\gf_sounds.ini         0xe9f16bc3		2823469317
audio\sounds\rtc\2_second_loop_klaxon.wav       AUDIO\gf_sounds.ini         0x19c2b3b8		2309852043
rtc_by_ball         AUDIO\gf_sounds.ini         0x03d14717		2294896139
audio\sounds\weapons\by_placeholder.wav         AUDIO\gf_sounds.ini         0x1eba640c		3220413642
rtc_fire_tachyon2       AUDIO\gf_sounds.ini         0x10353448		2615164930
audio\sounds\weapons\fire_tachyon2.wav      AUDIO\gf_sounds.ini         0xf082f85a		3159432586
rtc_fire_tachyon4       AUDIO\gf_sounds.ini         0xfd56917d		2615195650
audio\sounds\weapons\fire_tachyon4.wav      AUDIO\gf_sounds.ini         0xe873cd45		2354125322
rtc_fire_shotgun_esu        AUDIO\gf_sounds.ini         0x143ad5c4		2250267212
audio\sounds\weapons\fire_placeholder.wav       AUDIO\gf_sounds.ini         0xef12769d		2851378124
rtc_fire_machinegun_esu         AUDIO\gf_sounds.ini         0xff9a824f		2783708100
rtc_fire_vulcan         AUDIO\gf_sounds.ini         0xf4c0538d		2660500556
rtc_med_explosion1      AUDIO\gf_sounds.ini         0x136f358a		2271391309
audio\sounds\fx\med explo 1.wav         AUDIO\gf_sounds.ini         0xfd016032		3182132614
rtc_fire_plasma1        AUDIO\gf_sounds.ini         0xe8c65a45		3001690509
audio\sounds\weapons\fire_plasma1.wav       AUDIO\gf_sounds.ini         0xebbf929e		2163630408
rtc_fire_plasma2        AUDIO\gf_sounds.ini         0xf3cf0bff		2464830861
audio\sounds\weapons\fire_plasma2.wav       AUDIO\gf_sounds.ini         0xe747086e		2566283912
rtc_fire_plasma3        AUDIO\gf_sounds.ini         0xfac83b69		3001696653
audio\sounds\weapons\fire_plasma3.wav       AUDIO\gf_sounds.ini         0xffc08301		2432066504
rtc_fire_plasma4        AUDIO\gf_sounds.ini         0x1eacaeca		2464853389
audio\sounds\weapons\fire_plasma4.wav       AUDIO\gf_sounds.ini         0xffb63d71		2834720008
rtc_thunder         AUDIO\gf_sounds.ini         0xe1773df8		2262756173
audio\sounds\fx\lightning1.wav      AUDIO\gf_sounds.ini         0x06220e09		2934779457
rtc_r_missile_launch        AUDIO\gf_sounds.ini         0xe0ba866f		3062617676
audio\sounds\weapons\l_missile_launch.wav       AUDIO\gf_sounds.ini         0x0df0b514		3104608783
rtc_med_explosion2      AUDIO\gf_sounds.ini         0x08666430		2808271437
audio\sounds\fx\med explo 2.wav         AUDIO\gf_sounds.ini         0xf1f9fac2		2779479622
rtc_med_explosion3      AUDIO\gf_sounds.ini         0x016154a6		2271397453
audio\sounds\fx\med explo 3.wav         AUDIO\gf_sounds.ini         0xe97e71ad		2913697542
rtc_med_explosion4      AUDIO\gf_sounds.ini         0xe505c105		2808228429
audio\sounds\fx\med explo 4.wav         AUDIO\gf_sounds.ini         0xe908cfdd		2511043014
rtc_laser_impact        AUDIO\gf_sounds.ini         0x04a67a4d		2789451662
audio\sounds\fx\wvf_g20.wav         AUDIO\gf_sounds.ini         0xea84599d		2538444490
rtc_l_missile_launch        AUDIO\gf_sounds.ini         0xfac3dc7b		2303731788
sfx_syd_clang       AUDIO\gf_sounds.ini         0xf3789138		3153611662
audio\sounds\rtc\sfx_syd_clang.wav      AUDIO\gf_sounds.ini         0xfee2d5ce		2984827919
sfx_steam01         AUDIO\gf_sounds.ini         0xe557b61f		3089006538
audio\sounds\rtc\sfx_steam01.wav        AUDIO\gf_sounds.ini         0xfde5a4e0		2618771720
sfx_steam02         AUDIO\gf_sounds.ini         0xfe5ee7a5		2552103882
audio\sounds\rtc\sfx_steam02.wav        AUDIO\gf_sounds.ini         0xf11d3e10		2216118984
sfx_equip_wallah        AUDIO\gf_sounds.ini         0xf72dd7b2		2751001103
audio\sounds\rtc\sfx_equip_wallah.wav       AUDIO\gf_sounds.ini         0x15b3869a		2286708417
sfx_breaker         AUDIO\gf_sounds.ini         0x1c05c10c		2615005514
audio\sounds\rtc\sfx_breaker.wav        AUDIO\gf_sounds.ini         0x0cf11948		2976344324
sfx_dkv_map_crystal         AUDIO\gf_sounds.ini         0xe1ce5bab		2819944835
audio\sounds\rtc\dkv_map_crystal.wav        AUDIO\gf_sounds.ini         0xf1702580		2417974855
fs_fl_steel01       AUDIO\gf_sounds.ini         0xfad5b8f8		2746637838
audio\sounds\rtc\fs_fl_steel01.wav      AUDIO\gf_sounds.ini         0x07cc5227		2593663951
fs_fl_steel02       AUDIO\gf_sounds.ini         0xe1dce942		2209751566
audio\sounds\rtc\fs_fl_steel02.wav      AUDIO\gf_sounds.ini         0x0b34c8d7		2191009807
fs_fl_steel03       AUDIO\gf_sounds.ini         0xe8dbd9d4		2746627598
audio\sounds\rtc\fs_fl_steel03.wav      AUDIO\gf_sounds.ini         0x13b343b8		2325227855
fs_fl_steel04       AUDIO\gf_sounds.ini         0x0cbf4c77		2209798670
audio\sounds\rtc\fs_fl_steel04.wav      AUDIO\gf_sounds.ini         0x13c5fdc8		2996318095
fs_fr_steel01       AUDIO\gf_sounds.ini         0xfb4932fb		2689482830
audio\sounds\rtc\fs_fr_steel01.wav      AUDIO\gf_sounds.ini         0xf716b69d		2508697039
fs_fr_steel02       AUDIO\gf_sounds.ini         0xe0406341		2152610894
audio\sounds\rtc\fs_fr_steel02.wav      AUDIO\gf_sounds.ini         0xfbee2c6d		2374479375
fs_fr_steel03       AUDIO\gf_sounds.ini         0xe94753d7		2689476686
audio\sounds\rtc\fs_fr_steel03.wav      AUDIO\gf_sounds.ini         0xe369a702		2240261967
fs_fr_steel04       AUDIO\gf_sounds.ini         0x0d23c674		2152645710
audio\sounds\rtc\fs_fr_steel04.wav      AUDIO\gf_sounds.ini         0xe31f1972		3179784591
fs_fl_stone01       AUDIO\gf_sounds.ini         0xe1ad229a		2544766151
audio\sounds\rtc\fs_fl_stone01.wav      AUDIO\gf_sounds.ini         0xf99ede27		2494651204
fs_fl_stone02       AUDIO\gf_sounds.ini         0xfaa47320		3081662663
audio\sounds\rtc\fs_fl_stone02.wav      AUDIO\gf_sounds.ini         0xf56644d7		2360432772
fs_fl_stone03       AUDIO\gf_sounds.ini         0xf3a343b6		2544788679
audio\sounds\rtc\fs_fl_stone03.wav      AUDIO\gf_sounds.ini         0xede1cfb8		2226215364
fs_fl_stone04       AUDIO\gf_sounds.ini         0x17c7d615		3081668807
audio\sounds\rtc\fs_fl_stone04.wav      AUDIO\gf_sounds.ini         0xed9771c8		3165740804
fs_fr_stone01       AUDIO\gf_sounds.ini         0xe031a899		2488668807
audio\sounds\rtc\fs_fr_stone01.wav      AUDIO\gf_sounds.ini         0x09443a9d		2611928388
fs_fr_stone02       AUDIO\gf_sounds.ini         0xfb38f923		3025563271
audio\sounds\rtc\fs_fr_stone02.wav      AUDIO\gf_sounds.ini         0x05bca06d		2209275524
fs_fr_stone03       AUDIO\gf_sounds.ini         0xf23fc9b5		2488695431
audio\sounds\rtc\fs_fr_stone03.wav      AUDIO\gf_sounds.ini         0x1d3b2b02		2343493572
fs_fr_stone04       AUDIO\gf_sounds.ini         0x165b5c16		3025573511
audio\sounds\rtc\fs_fr_stone04.wav      AUDIO\gf_sounds.ini         0x1d4d9572		3014580484
fs_fl_hard01        AUDIO\gf_sounds.ini         0xe2c42243		3168462791
audio\sounds\rtc\fs_fl_hard01.wav       AUDIO\gf_sounds.ini         0xe53ab13d		2556310023
fs_fl_hard02        AUDIO\gf_sounds.ini         0xf9cd73f9		2631572423
audio\sounds\rtc\fs_fl_hard02.wav       AUDIO\gf_sounds.ini         0xe9c22bcd		2153656775
fs_fl_hard03        AUDIO\gf_sounds.ini         0xf0ca436f		3168440263
audio\sounds\rtc\fs_fl_hard03.wav       AUDIO\gf_sounds.ini         0xf145a0a2		2287874183
fs_fl_hard04        AUDIO\gf_sounds.ini         0x14aed6cc		2631558087
audio\sounds\rtc\fs_fl_hard04.wav       AUDIO\gf_sounds.ini         0xf1331ed2		2958964295
fs_fr_hard01        AUDIO\gf_sounds.ini         0x13241fc9		3166248909
audio\sounds\rtc\fs_fr_hard01.wav       AUDIO\gf_sounds.ini         0xe18922cb		2555456897
fs_fr_hard02        AUDIO\gf_sounds.ini         0x082d4e73		2629395405
audio\sounds\rtc\fs_fr_hard02.wav       AUDIO\gf_sounds.ini         0xed71b83b		2152803905
fs_fr_hard03        AUDIO\gf_sounds.ini         0x012a7ee5		3166271437
audio\sounds\rtc\fs_fr_hard03.wav       AUDIO\gf_sounds.ini         0xf5f63354		2287021825
fs_fr_hard04        AUDIO\gf_sounds.ini         0xe54eeb46		2629409741
audio\sounds\rtc\fs_fr_hard04.wav       AUDIO\gf_sounds.ini         0xf5808d24		2958109121
fs_ml_hard01        AUDIO\gf_sounds.ini         0xfdda0a6f		3181833421
audio\sounds\rtc\fs_ml_hard01.wav       AUDIO\gf_sounds.ini         0xfc457601		2646667335
fs_ml_hard02        AUDIO\gf_sounds.ini         0xe6d35bd5		2644938957
audio\sounds\rtc\fs_ml_hard02.wav       AUDIO\gf_sounds.ini         0xf0bdecf1		2244014983
fs_ml_hard03        AUDIO\gf_sounds.ini         0xefd46b43		3181806797
audio\sounds\rtc\fs_ml_hard03.wav       AUDIO\gf_sounds.ini         0xe83a679e		2378232519
fs_ml_hard04        AUDIO\gf_sounds.ini         0x0bb0fee0		2644928717
audio\sounds\rtc\fs_ml_hard04.wav       AUDIO\gf_sounds.ini         0xe84cd9ee		3049321479
fs_mr_hard01        AUDIO\gf_sounds.ini         0x0c3a37e5		3183809735
audio\sounds\rtc\fs_mr_hard01.wav       AUDIO\gf_sounds.ini         0xf8f6e5f7		2647650241
fs_mr_hard02        AUDIO\gf_sounds.ini         0x1733665f		2646960327
audio\sounds\rtc\fs_mr_hard02.wav       AUDIO\gf_sounds.ini         0xf40e7f07		2244996097
fs_mr_hard03        AUDIO\gf_sounds.ini         0x1e3456c9		3183836359
audio\sounds\rtc\fs_mr_hard03.wav       AUDIO\gf_sounds.ini         0xec89f468		2379214145
fs_mr_hard04        AUDIO\gf_sounds.ini         0xfa50c36a		2646970567
audio\sounds\rtc\fs_mr_hard04.wav       AUDIO\gf_sounds.ini         0xecff4a18		3050302337
fs_ml_steel01       AUDIO\gf_sounds.ini         0x0012ca33		3216887822
audio\sounds\rtc\fs_ml_steel01.wav      AUDIO\gf_sounds.ini         0x00ba5167		2220397518
fs_ml_steel02       AUDIO\gf_sounds.ini         0x1b1b9b89		2680007694
audio\sounds\rtc\fs_ml_steel02.wav      AUDIO\gf_sounds.ini         0x0c42cb97		2623049742
fs_ml_steel03       AUDIO\gf_sounds.ini         0x121cab1f		3216881678
audio\sounds\rtc\fs_ml_steel03.wav      AUDIO\gf_sounds.ini         0x14c540f8		2488832334
fs_ml_steel04       AUDIO\gf_sounds.ini         0xf6783ebc		2679985166
audio\sounds\rtc\fs_ml_steel04.wav      AUDIO\gf_sounds.ini         0x14b3fe88		2891487118
fs_mr_steel01       AUDIO\gf_sounds.ini         0x018e4030		3158691406
audio\sounds\rtc\fs_mr_steel01.wav      AUDIO\gf_sounds.ini         0xf060b5dd		2336691662
fs_mr_steel02       AUDIO\gf_sounds.ini         0x1a87118a		2621813326
audio\sounds\rtc\fs_mr_steel02.wav      AUDIO\gf_sounds.ini         0xfc982f2d		2470909454
fs_mr_steel03       AUDIO\gf_sounds.ini         0x1380211c		3158681166
audio\sounds\rtc\fs_mr_steel03.wav      AUDIO\gf_sounds.ini         0xe41fa442		2605127502
fs_mr_steel04       AUDIO\gf_sounds.ini         0xf7e4b4bf		2621786702
audio\sounds\rtc\fs_mr_steel04.wav      AUDIO\gf_sounds.ini         0xe4691a32		2739343758
fs_ml_stone01       AUDIO\gf_sounds.ini         0x1b6a5051		2342879943
audio\sounds\rtc\fs_ml_stone01.wav      AUDIO\gf_sounds.ini         0xfee8dd67		2322719557
fs_ml_stone02       AUDIO\gf_sounds.ini         0x006301eb		2879782599
audio\sounds\rtc\fs_ml_stone02.wav      AUDIO\gf_sounds.ini         0xf2104797		2456936581
fs_ml_stone03       AUDIO\gf_sounds.ini         0x0964317d		2342906567
audio\sounds\rtc\fs_ml_stone03.wav      AUDIO\gf_sounds.ini         0xea97ccf8		2591154629
fs_ml_stone04       AUDIO\gf_sounds.ini         0xed00a4de		2879719111
audio\sounds\rtc\fs_ml_stone04.wav      AUDIO\gf_sounds.ini         0xeae17288		2725373701
fs_mr_stone01       AUDIO\gf_sounds.ini         0x1af6da52		2287836295
audio\sounds\rtc\fs_mr_stone01.wav      AUDIO\gf_sounds.ini         0x0e3239dd		2238604613
fs_mr_stone02       AUDIO\gf_sounds.ini         0x01ff8be8		2824724615
audio\sounds\rtc\fs_mr_stone02.wav      AUDIO\gf_sounds.ini         0x02caa32d		2641258117
fs_mr_stone03       AUDIO\gf_sounds.ini         0x08f8bb7e		2287858823
audio\sounds\rtc\fs_mr_stone03.wav      AUDIO\gf_sounds.ini         0x1a4d2842		2507040709
fs_mr_stone04       AUDIO\gf_sounds.ini         0xec9c2edd		2824673415
audio\sounds\rtc\fs_mr_stone04.wav      AUDIO\gf_sounds.ini         0x1a3b9632		2909692165
sfx_cork_close01        AUDIO\gf_sounds.ini         0xe5f8f679		2369192459
audio\sounds\rtc\sfx_cork_close01.wav       AUDIO\gf_sounds.ini         0xf072edaa		2394341192
sfx_cork_close02        AUDIO\gf_sounds.ini         0xfef1a7c3		2906095115
audio\sounds\rtc\sfx_cork_close02.wav       AUDIO\gf_sounds.ini         0xfc8a775a		2528558216
sfx_cork_close03        AUDIO\gf_sounds.ini         0xf7f69755		2369219083
audio\sounds\rtc\sfx_cork_close03.wav       AUDIO\gf_sounds.ini         0xe40dfc35		2662776264
sfx_cork_close04        AUDIO\gf_sounds.ini         0x139202f6		2906097163
audio\sounds\rtc\sfx_cork_close04.wav       AUDIO\gf_sounds.ini         0xe47b4245		2796993288
sfx_cork_open01         AUDIO\gf_sounds.ini         0xff5f1a50		2484518146
audio\sounds\rtc\sfx_cork_open01.wav        AUDIO\gf_sounds.ini         0x1ad19492		2762247374
sfx_cork_open02         AUDIO\gf_sounds.ini         0xe4564bea		3021390082
audio\sounds\rtc\sfx_cork_open02.wav        AUDIO\gf_sounds.ini         0x16290e62		3164901134
sfx_cork_open03         AUDIO\gf_sounds.ini         0xed517b7c		2484524290
audio\sounds\rtc\sfx_cork_open03.wav        AUDIO\gf_sounds.ini         0x0eae850d		3030683214
sfx_cork_open04         AUDIO\gf_sounds.ini         0x0935eedf		3021355266
audio\sounds\rtc\sfx_cork_open04.wav        AUDIO\gf_sounds.ini         0x0ed83b7d		2359593102
sfx_open_beer01         AUDIO\gf_sounds.ini         0xfcf9a9c5		2927505482
audio\sounds\rtc\sfx_open_beer01.wav        AUDIO\gf_sounds.ini         0xe209dffe		2847831497
sfx_open_beer02         AUDIO\gf_sounds.ini         0xe7f0f87f		2390641738
audio\sounds\rtc\sfx_open_beer02.wav        AUDIO\gf_sounds.ini         0xeef1450e		2982049289
sfx_open_beer03         AUDIO\gf_sounds.ini         0xeef7c8e9		2927515722
audio\sounds\rtc\sfx_open_beer03.wav        AUDIO\gf_sounds.ini         0xf676ce61		3116267337
sfx_put_down_beercap01      AUDIO\gf_sounds.ini         0x162bfb19		3140146564
audio\sounds\rtc\sfx_put_down_beercap01.wav         AUDIO\gf_sounds.ini         0xf267c7e8		3088756044
sfx_put_down_beercap02      AUDIO\gf_sounds.ini         0x0d22aaa3		2603264388
audio\sounds\rtc\sfx_put_down_beercap02.wav         AUDIO\gf_sounds.ini         0xfe9f5d18		2686103180
sfx_drinks_pouring01        AUDIO\gf_sounds.ini         0xe1db7f7e		2242747974
audio\sounds\rtc\sfx_drinks_pouring01.wav       AUDIO\gf_sounds.ini         0xf76d3316		2522439488
sfx_drinks_pouring02        AUDIO\gf_sounds.ini         0xfad22ec4		2779636294
audio\sounds\rtc\sfx_drinks_pouring02.wav       AUDIO\gf_sounds.ini         0xfb95a9e6		2388221056
sfx_drinks_pouring03        AUDIO\gf_sounds.ini         0xf3d51e52		2242770502
audio\sounds\rtc\sfx_drinks_pouring03.wav       AUDIO\gf_sounds.ini         0xe3122289		2254003648
sfx_drinks_pouring04        AUDIO\gf_sounds.ini         0x17b18bf1		2779585094
audio\sounds\rtc\sfx_drinks_pouring04.wav       AUDIO\gf_sounds.ini         0xe3649cf9		3193527040
sfx_drinks_pouring05        AUDIO\gf_sounds.ini         0x1eb6bb67		2242711110
audio\sounds\rtc\sfx_drinks_pouring05.wav       AUDIO\gf_sounds.ini         0xfbe31796		3059309120
sfx_drinks_pouring06        AUDIO\gf_sounds.ini         0x05bfeadd		2779607622
audio\sounds\rtc\sfx_drinks_pouring06.wav       AUDIO\gf_sounds.ini         0xf71b8d66		2925091200
